indice_tiempo_instruccion,fecha_zarpada,pais_zarpada_id,pais_zarpada_nombre,puerto_zarpada_nombre,puerto_zarpada_latitud,puerto_zarpada_longitud,indice_tiempo_arribo,pais_arribo_id,pais_arribo_nombre,puerto_arribo_nombre,puerto_arribo_latitud,puerto_arribo_longitud,dias_navegacion,dias_puerto,millas_nauticas
1992,1992-06-30,212,Estados Unidos de America,Norfolk,+36° 51´ 09´´ (N),-076° 20´ 14´´ (W),1992-07-04,212,Estados Unidos de America,Nueva York,+40° 42´ 19´´ (N),-074° 01´ 03´´ (W),4,3,340
1992,1992-07-07,212,Estados Unidos de America,Nueva York,+40° 42´ 19´´ (N),-074° 01´ 03´´ (W),1992-07-08,212,Estados Unidos de America,Newport,+41° 28´ 55´´ (N),-071° 18´ 52´´ (W),1,2,174
1992,1992-07-10,212,Estados Unidos de America,Newport,+41° 28´ 55´´ (N),-071° 18´ 52´´ (W),1992-07-11,212,Estados Unidos de America,Boston,+42° 21´ 00´´ (N),-071° 04´ 59´´ (W),1,5,202
1992,1992-07-16,212,Estados Unidos de America,Boston,+42° 21´ 00´´ (N),-071° 04´ 59´´ (W),1992-08-09,426,Reino Unido de Gran Bretania e Irlanda ,Liverpool,+53° 24´ 35´´ (N),-002° 59´ 32´´ (W),24,7,3430
1992,1992-08-16,426,Reino Unido de Gran Bretania e Irlanda del Norte,Liverpool,+53° 24´ 35´´ (N),-002° 59´ 32´´ (W),1992-08-17,415,Republica de Irlanda,Dublin,+53° 20´ 36´´ (N),-006° 13´ 35´´ (W),1,3,124
1992,1992-08-20,415,Republica de Irlanda,Dublin,+53° 20´ 36´´ (N),-006° 13´ 35´´ (W),1992-08-24,438,Republica Federal de Alemania,Bremerhaven,+53° 32´ 34´´ (N),+008° 34´ 31´´ (E),4,7,894
1992,1992-08-31,438,Republica Federal de Alemania,Bremerhaven,+53° 32´ 34´´ (N),+008° 34´ 31´´ (E),1992-09-02,423,Paises Bajos,Amsterdam,+52° 22´ 31´´ (N),+004° 54´ 14´´ (E),2,6,271
1992,1992-09-08,423,Paises Bajos,Amsterdam,+52° 22´ 31´´ (N),+004° 54´ 14´´ (E),1992-09-14,412,Republica Francesa,Brest,+48° 23´ 12´´ (N),-004° 29´ 26´´ (W),6,7,613
1992,1992-09-21,412,Republica Francesa,Brest,+48° 23´ 12´´ (N),-004° 29´ 26´´ (W),1992-09-30,410,Reino de Espania,Las Palmas de Gran Canaria,+28° 07´ 43´´ (N),-015° 25´ 49´´ (W),9,5,1420
1992,1992-10-05,410,Reino de Espania,Las Palmas de Gran Canaria,+28° 07´ 43´´ (N),-015° 25´ 49´´ (W),1992-10-29,203,Republica Federativa de Brasil,Rio de Janeiro,-22° 54´ 00´´ (S),-043° 12´ 00´´ (W),24,6,3663
1992,1992-11-04,203,Republica Federativa de Brasil,Rio de Janeiro,-22° 54´ 00´´ (S),-043° 12´ 00´´ (W),1992-11-14,200,Republica Argentina,Buenos Aires,-34° 35´ 40´´ (S),-058° 21´ 59´´ (W),10,,1161
1993,1993-06-16,200,Republica Argentina,Buenos Aires,-34° 35´ 40´´ (S),-058° 21´ 59´´ (W),1993-06-29,203,Republica Federativa de Brasil,Fortaleza,-03° 43´ 51´´ (S),-038° 36´ 51´´ (W),13,4,2688
1993,1993-07-03,203,Republica Federativa de Brasil,Fortaleza,-03° 43´ 51´´ (S),-038° 36´ 51´´ (W),1993-07-14,223,Estado Libre Asociado de Puerto Rico,Municipio Autonomo de San Juan,+18° 27´ 27´´ (N),-066° 12´ 32´´ (W),11,5,2217
1993,1993-07-19,223,Estado Libre Asociado de Puerto Rico,Municipio Autonomo de San Juan,+18° 27´ 27´´ (N),-066° 12´ 32´´ (W),1993-07-26,212,Estados Unidos de America,Baltimore,+39° 16´ 52´´ (N),-076° 35´ 44´´ (W),7,7,1391
1993,1993-08-02,212,Estados Unidos de America,Baltimore,+39° 16´ 52´´ (N),-076° 35´ 44´´ (W),1993-08-18,415,Republica de Irlanda,Dublin,+53° 20´ 36´´ (N),-006° 13´ 35´´ (W),16,4,3389
1993,1993-08-22,415,Republica de Irlanda,Dublin,+53° 20´ 36´´ (N),-006° 13´ 35´´ (W),1993-08-27,438,Republica Federal de Alemania,Hamburgo,+53° 32´ 51´´ (N),+009° 58´ 09´´ (E),5,5,922
1993,1993-09-01,438,Republica Federal de Alemania,Hamburgo,+53° 32´ 51´´ (N),+009° 58´ 09´´ (E),1993-09-04,406,Reino de Belgica,Amberes,+51° 12´ 08´´ (N),+004° 22´58´´ (E),3,5,437
1993,1993-09-09,406,Reino de Belgica,Amberes,+51° 12´ 08´´ (N),+004° 22´58´´ (E),1993-09-10,412,Republica Francesa,Boulogne Sur Mer,+50° 43´ 48´´ (N),+001° 35´ 37´´ (E),1,6,168
1993,1993-09-16,412,Republica Francesa,Boulogne Sur Mer,+50° 43´ 48´´ (N),+001° 35´ 37´´ (E),1993-09-23,410,Reino de Espania,Cadiz,+36° 31´ 21´´ (N),-006° 16´ 53´´ (W),7,6,1255
1993,1993-09-29,410,Reino de Espania,Cadiz,+36° 31´ 21´´ (N),-006° 16´ 53´´ (W),1993-10-03,410,Reino de Espania,Las Palmas de Gran Canaria,+28° 07´ 43´´ (N),-015° 25´ 49´´ (W),4,4,770
1993,1993-10-07,410,Reino de Espania,Las Palmas de Gran Canaria,+28° 07´ 43´´ (N),-015° 25´ 49´´ (W),1993-10-17,110,Republica de Costa de Marfil,Abidjan,+05° 15´ 22´´ (N),-003° 58´ 40´´ (W),10,3,2105
1993,1993-10-20,110,Republica de Costa de Marfil,Abidjan,+05° 15´ 22´´ (N),-003° 58´ 40´´ (W),1993-11-04,159,Republica de Sudafrica,Saldanha,-33° 10´ 00´´ (S),+17° 59´ 29´´ (E),15,3,2734
1993,1993-11-07,159,Republica de Sudafrica,Saldanha,-33° 10´ 00´´ (S),+17° 59´ 29´´ (E),1993-11-08,159,Republica de Sudafrica,Ciudad del Cabo,-33° 56´ 44´´ (S),+18° 25´ 51´´ (E),1,7,108
1993,1993-11-15,159,Republica de Sudafrica,Ciudad del Cabo,-33° 56´ 44´´ (S),+18° 25´ 51´´ (E),1993-11-30,203,Republica Federativa de Brasil,Salvador de Bahia ,-12° 58´ 16´´ (S),-038° 30´ 05´´ (W),15,5,3486
1993,1993-12-05,203,Republica Federativa de Brasil,Salvador de Bahia ,-12° 58´ 16´´ (S),-038° 30´ 05´´ (W),1993-12-13,225,Republica Oriental del Uruguay,Montevideo,-34° 54´ 24´´ (S),-056° 11´ 45´´ (W),8,3,1794
1993,1993-12-16,225,Republica Oriental del Uruguay,Montevideo,-34° 54´ 24´´ (S),-056° 11´ 45´´ (W),1993-12-18,200,Republica Argentina,Buenos Aires,-34° 35´ 40´´ (S),-058° 21´ 59´´ (W),2,,131
1994,1994-06-06,200,Republica Argentina,Buenos Aires,-34° 35´ 40´´ (S),-058° 21´ 59´´ (W),1994-06-23,203,Republica Federativa de Brasil,Recife ,-08° 02´ 01´´ (S),-034° 52´ 29´´ (W),17,4,2281
1994,1994-06-27,203,Republica Federativa de Brasil,Recife ,-08° 02´ 01´´ (S),-034° 52´ 29´´ (W),1994-07-06,201,Barbados,Bridgetown,+13° 04´ 59´´ (N),-059° 36´ 00´´ (W),9,6,2070
1994,1994-07-12,201,Barbados,Bridgetown,+13° 04´ 59´´ (N),-059° 36´ 00´´ (W),1994-07-17,663,Bermudas,Hamilton,+32° 16´ 59´´ (N),-064° 46´ 00´´ (W),5,5,1216
1994,1994-07-22,663,Bermudas,Hamilton,+32° 16´ 59´´ (N),-064° 46´ 00´´ (W),1994-07-26,212,Estados Unidos de America,Baltimore,+39° 16´ 52´´ (N),-076° 35´ 44´´ (W),4,5,802
1994,1994-07-31,212,Estados Unidos de America,Baltimore,+39° 16´ 52´´ (N),-076° 35´ 44´´ (W),1994-08-04,212,Estados Unidos de America,Boston ,+42° 21´ 00´´ (N),-071° 04´ 59´´ (W),4,5,720
1994,1994-08-09,212,Estados Unidos de America,Boston ,+42° 21´ 00´´ (N),-071° 04´ 59´´ (W),1994-08-23,426,Reino Unido de Gran Bretania e Irlanda del Norte,Dartmouth,+50° 21´ 16´´ (N),-003° 34´ 33´´ (W),14,5,2955
1994,1994-08-28,426,Reino Unido de Gran Bretania e Irlanda del Norte,Dartmouth,+50° 21´ 16´´ (N),-003° 34´ 33´´ (W),1994-09-01,425,Republica Portuguesa,Lisboa ,+38° 42´ 52´´ (N),-009° 09´ 40´´ (W),4,6,836
1994,1994-09-07,425,Republica Portuguesa,Lisboa ,+38° 42´ 52´´ (N),-009° 09´ 40´´ (W),1994-09-09,410,Reino de Espania,Malaga,+36° 42´ 38´´ (N),-004° 25´ 29´´ (W),2,6,390
1994,1994-09-15,410,Reino de Espania,Malaga,+36° 42´ 38´´ (N),-004° 25´ 29´´ (W),1994-09-19,412,Republica Francesa,Toulon,+43° 07´ 00´´ (N),+005° 56´ 00´´ (E),4,7,690
1994,1994-09-26,412,Republica Francesa,Toulon,+43° 07´ 00´´ (N),+005° 56´ 00´´ (E),1994-09-28,417,Republica Italiana,Napoles,+40° 50´ 35´´ (N),+014° 15´ 36´´ (E),2,5,415
1994,1994-10-03,417,Republica Italiana,Napoles,+40° 50´ 35´´ (N),+014° 15´ 36´´ (E),1994-10-07,413,Republica Helenica,El Pireo,+37° 57´ 00´´ (N),+011° 47´ 14´´ (E),4,6,710
1994,1994-10-13,413,Republica Helenica,El Pireo,+37° 57´ 00´´ (N),+011° 47´ 14´´ (E),1994-10-14,413,Republica Helenica,Herakleion,+35° 19´ 59´´ (N),+025° 09´ 00´´ (E),1,3,176
1994,1994-10-17,413,Republica Helenica,Herakleion,+35° 19´ 59´´ (N),+025° 09´ 00´´ (E),1994-10-20,141,Republica de Tunez,La Goulette,+36° 48´ 36´´ (N),+010° 18´ 27´´ (E),3,4,738
1994,1994-10-24,141,Republica de Tunez,La Goulette,+36° 48´ 36´´ (N),+010° 18´ 27´´ (E),1994-10-31,410,Reino de Espania,Santa Cruz de Tenerife,+28 29´ 02´´ (N),-016° 14´ 55´´ (W),7,8,1546
1994,1994-11-08,410,Reino de Espania,Santa Cruz de Tenerife,+28° 29´ 02´´ (N),-016° 14´ 55´´ (W),1994-11-24,203,Republica Federativa de Brasil,Rio de Janeiro,-22° 54´ 00´´ (S),-043° 12´ 00´´ (W),16,6,3597
1994,1994-11-30,203,Republica Federativa de Brasil,Rio de Janeiro,-22° 54´ 00´´ (S),-043° 12´ 00´´ (W),1994-12-05,225,Republica Oriental del Uruguay,Montevideo,-34° 54´ 24´´ (S),-056° 11´ 45´´ (W),5,3,1038
1994,1994-12-08,225,Republica Oriental del Uruguay,Montevideo,-34° 54´ 24´´ (S),-056° 11´ 45´´ (W),1994-12-10,200,Republica Argentina,Buenos Aires,-34° 35´ 40´´ (S),-058° 21´ 59´´ (W),2,,240
1995,1995-06-30,200,Republica Argentina,Buenos Aires,-34° 35´ 40´´ (S),-058° 21´ 59´´ (W),1995-07-13,203,Republica Federativa de Brasil,Fortaleza,-03° 43´ 51´´ (S),-038° 36´ 51´´ (W),13,4,2652
1995,1995-07-17,203,Republica Federativa de Brasil,Fortaleza,-03° 43´ 51´´ (S),-038° 36´ 51´´ (W),1995-07-28,209,Republica Dominicana,Santo Domingo,+18° 28´ 17´´ (N),-069° 52´ 29´´ (W),11,4,2372
1995,1995-08-01,209,Republica Dominicana,Santo Domingo,+18° 28´ 17´´ (N),-069° 52´ 29´´ (W),1995-08-08,212,Estados Unidos de America,Nueva York,+40° 42´ 19´´ (N),-074° 01´ 03´´ (W),7,7,1521
1995,1995-08-15,212,Estados Unidos de America,Nueva York,+40° 42´ 19´´ (N),-074° 01´ 03´´ (W),1995-08-18,204,Canada,Halifax,+44° 37´ 32´´ (N),-063° 34´ 25´´ (W),3,6,651
1995,1995-08-24,204,Canada,Halifax,+44° 37´ 32´´ (N),-063° 34´ 25´´ (W),1995-09-07,426,Reino Unido de Gran Bretania e Irlanda del Norte,Londres,+51° 30´ 27´´ (N),-000° 07´ 20´´ (W),14,8,2865
1995,1995-09-15,426,Reino Unido de Gran Bretania e Irlanda del Norte,Londres,+51° 30´ 27´´ (N),-000° 07´ 20´´ (W),1995-09-18,412,Republica Francesa,Cherburgo,+49° 38´ 20´´ (N),-001° 37´ 30´´ (W),3,8,258
1995,1995-09-26,412,Republica Francesa,Cherburgo,+49° 38´ 20´´ (N),-001° 37´ 30´´ (W),1995-09-29,410,Reino de Espania,La Corunia,+43° 28´ 08´´ (N),-008° 16´ 00´´ (W),3,8,543
1995,1995-10-07,410,Reino de Espania,La Corunia,+43° 28´ 08´´ (N),-008° 16´ 00´´ (W),1995-10-11,410,Reino de Espania,Santa Cruz de Tenerife,+28° 29´ 02´´ (N),-016° 14´ 55´´ (W),4,5,1031
1995,1995-10-16,410,Reino de Espania,Santa Cruz de Tenerife,+28° 29´ 02´´ (N),-016° 14´ 55´´ (W),1995-10-30,203,Republica Federativa de Brasil,Salvador de Bahia,-12° 58´ 16´´ (S),-038° 30´ 05´´ (W),14,5,2897
1995,1995-11-04,203,Republica Federativa de Brasil,Salvador de Bahia,-12° 58´ 16´´ (S),-038° 30´ 05´´ (W),1995-11-13,225,Republica Oriental del Uruguay,Montevideo,-34° 54´ 24´´ (S),-056° 11´ 45´´ (W),9,3,1795
1995,1995-11-16,225,Republica Oriental del Uruguay,Montevideo,-34° 54´ 24´´ (S),-056° 11´ 45´´ (W),1995-11-18,200,Republica Argentina,Buenos Aires,-34° 35´ 40´´ (S),-058° 21´ 59´´ (W),2,,125
1997,1997-01-14,200,Republica Argentina,Buenos Aires,-34° 35´ 40´´ (S),-058° 21´ 59´´ (W),1997-01-29,208,Republica de Chile,Valparaiso,-33° 03´ 01´´ (S),-071° 38´ 20´´ (W),15,4,2895
1997,1997-02-02,208,Republica de Chile,Valparaiso,-33° 03´ 01´´ (S),-071° 38´ 20´´ (W),1997-02-09,222,Republica de Peru,El Callao,-12° 03´ 13´´ (S),-077° 07´ 16´´ (W),7,4,1327
1997,1997-02-13,222,Republica de Peru,El Callao,-12° 03´ 13´´ (S),-077° 07´ 16´´ (W),1997-02-24,218,Estados Unidos Mexicanos,Acapulco,+16° 50´ 54´´ (N),-099° 55´ 04´´ (W),11,4,2242
1997,1997-02-28,218,Estados Unidos Mexicanos,Acapulco,+16° 50´ 54´´ (N),-099° 55´ 04´´ (W),1997-03-10,212,Estados Unidos de America,San Francisco,+37° 48´ 29´´ (N),-122° 24´ 36´´ (W),10,5,1917
1997,1997-03-15,212,Estados Unidos de America,San Francisco,+37° 48´ 29´´ (N),-122° 24´ 36´´ (W),1997-03-25,212,Estados Unidos de America,Pearl Harbor,+21° 17´ 55´´ (N),-157° 51´ 58´´ (W),10,5,2105
1997,1997-03-30,212,Estados Unidos de America,Pearl Harbor,+21° 17´ 55´´ (N),-157° 51´ 58´´ (W),1997-04-18,320,Estado de Japon,Kagoshima,+31° 33´ 45´´ (N),+130° 33´ 21´´ (E),19,3,3970
1997,1997-04-21,320,Estado de Japon,Kagoshima,+31° 33´ 45´´ (N),+130° 33´ 21´´ (E),1997-04-27,320,Estado de Japon,Osaka,+34° 39´ 00´´ (N),+135° 26´ 59´´ (E),6,8,741
1997,1997-05-05,320,Estado de Japon,Osaka,+34° 39´ 00´´ (N),+135° 26´ 59´´ (E),1997-05-13,312,Republica de Filipinas,Manila,+14° 37´ 52´´ (N),+120° 58´ 19´´ (E),8,3,1628
1997,1997-05-16,312,Republica de Filipinas,Manila,+14° 37´ 52´´ (N),+120° 58´ 19´´ (E),1997-05-23,316,Republica de Indonesia,Yakarta,-06° 07´ 13´´ (S),+106° 49´ 27´´ (E),7,4,1591
1997,1997-05-27,316,Republica de Indonesia,Yakarta,-06° 07´ 13´´ (S),+106° 49´ 27´´ (E),1997-05-30,333,Republica de Singapur,Pulau Brani,+01° 14´ 21´´ (N),+103° 49´ 56´´ (E),3,3,578
1997,1997-06-02,333,Republica de Singapur,Pulau Brani,+01° 14´ 21´´ (N),+103° 49´ 56´´ (E),1997-06-03,326,Malasia,Port Klang,+03° 00´ 12´´ (N),+101° 22´ 57´´ (E),1,3,224
1997,1997-06-06,326,Malasia,Port Klang,+03° 00´ 12´´ (N),+101° 22´ 57´´ (E),1997-06-18,315,Republica de la India,Bombay,+18° 56´ 04´´ (N),+072° 49´ 32´´ (E),12,3,2288
1997,1997-06-21,315,Republica de la India,Bombay,+18° 56´ 04´´ (N),+072° 49´ 32´´ (E),1997-06-30,328,Sultania de Oman,Mina Raysut,+16° 59´ 55´´ (N),+054° 05´ 59´´ (E),9,1,1155
1997,1997-07-01,328,Sultania de Oman,Mina Raysut,+16° 59´ 55´´ (N),+054° 05´ 59´´ (E),1997-07-07,302,Reino de Arabia Saudita,Jeddah,+21° 29´ 32´´ (N),+039° 11´ 19´´ (E),6,2,1325
1997,1997-07-09,302,Reino de Arabia Saudita,Jeddah,+21° 29´ 32´´ (N),+039° 11´ 19´´ (E),1997-07-17,436,Republica de Turquia,Estambul,+41° 00´ 24´´ (N),+028° 58´ 23´´ (E),8,4,1556
1997,1997-07-21,436,Republica de Turquia,Estambul,+41° 00´ 24´´ (N),+028° 58´ 23´´ (E),1997-07-23,413,Republica Helenica,El Pireo,+37° 57´ 00´´ (N),+011° 47´ 14´´ (E),2,5,364
1997,1997-07-28,413,Republica Helenica,El Pireo,+37° 57´ 00´´ (N),+011° 47´ 14´´ (E),1997-07-31,417,Republica Italiana,Palermo,+38° 07´ 34´´ (N),+013° 21´ 33´´ (E),3,3,624
1997,1997-08-03,417,Republica Italiana,Palermo,+38° 07´ 34´´ (N),+013° 21´ 33´´ (E),1997-08-05,417,Republica Italiana,Genova,+44° 24´ 52´´ (N),+008° 54´ 54´´ (E),2,8,434
1997,1997-08-13,417,Republica Italiana,Genova,+44° 24´ 52´´ (N),+008° 54´ 54´´ (E),1997-08-16,421,Principado de Monaco,Monaco,+43° 43´ 59´´ (N),+007° 27´ 00´´ (E),3,2,126
1997,1997-08-18,421,Principado de Monaco,Monaco,+43° 43´ 59´´ (N),+007° 27´ 00´´ (E),1997-08-20,410,Espania,Barcelona,+41° 21´ 00´´ (N),+002° 10´ 00´´ (E),2,6,293
1997,1997-08-26,410,Reino de Espania,Barcelona,+41° 21´ 00´´ (N),+002° 10´ 00´´ (E),1997-09-01,410,Espania,Las Palmas de Gran Canaria,+28° 07´ 43´´ (N),-015° 25´ 49´´ (W),6,4,1244
1997,1997-09-05,410,Reino de Espania,Las Palmas de Gran Canaria,+28° 07´ 43´´ (N),-015° 25´ 49´´ (W),1997-09-17,203,Republica Federativa de Brasil,Recife,-08° 02´ 01´´ (S),-034° 52´ 29´´ (W),12,3,2475
1997,1997-09-20,203,Republica Federativa de Brasil,Recife,-08° 02´ 01´´ (S),-034° 52´ 29´´ (W),1997-10-04,200,Republica Argentina,Buenos Aires,-34° 35´ 40´´ (S),-058° 21´ 59´´ (W),14,,2256
1998,1998-05-26,200,Republica Argentina ,Buenos Aires,-34° 35´ 40´´ (S),-058° 21´ 59´´ (W),1998-06-08,203,Republica Federativa de Brasil,Fortaleza,-03° 43´ 51´´ (S),-038° 36´ 51´´ (W),13,4,2649
1998,1998-06-12,203,Republica Federativa de Brasil,Fortaleza,-03° 43´ 51´´ (S),-038° 36´ 51´´ (W),1998-06-23,223,Estado Libre Asociado de Puerto Rico,Municipio Autonomo de San Juan,+18° 27´ 27´´ (N),-066° 12´ 32´´ (W),11,4,2268
1998,1998-06-27,223,Estado Libre Asociado de Puerto Rico,Municipio Autonomo de San Juan,+18° 27´ 27´´ (N),-066° 12´ 32´´ (W),1998-07-03,212,Estados Unidos de America,Savannah,+32° 05´ 11´´ (N),-081° 05´ 59´´ (W),6,3,1195
1998,1998-07-06,212,Estados Unidos de America,Savannah,+32° 05´ 11´´ (N),-081° 05´ 59´´ (W),1998-07-11,212,Estados Unidos de America,Glen Cove,+40° 42´ 19´´ (N),-074° 01´ 03´´ (W),5,6,912
1998,1998-07-17,212,Estados Unidos de America,Glen Cove,+40° 42´ 19´´ (N),-074° 01´ 03´´ (W),1998-07-19,212,Estados Unidos de America,Boston,+42° 21´ 00´´ (N),-071° 04´ 59´´ (W),2,7,397
1998,1998-07-26,212,Estados Unidos de America,Boston,+42° 21´ 00´´ (N),-071° 04´ 59´´ (W),1998-07-29,204,Canada,Halifax,+44° 37´ 32´´ (N),-063° 34´ 25´´ (W),3,5,393
1998,1998-08-03,204,Canada,Halifax,+44° 37´ 32´´ (N),-063° 34´ 25´´ (W),1998-08-19,415,Republica de Irlanda,Dublin,+53° 20´ 36´´ (N),-006° 13´ 35´´ (W),16,6,2614
1998,1998-08-25,415,Republica de Irlanda,Dublin,+53° 20´ 36´´ (N),-006° 13´ 35´´ (W),1998-08-27,426,Reino Unido de Gran Bretania e Irlanda del Norte,Portsmouth,+50° 53´ 38´´ (N),-001° 22´ 31´´ (W),2,5,444
1998,1998-09-01,426,Reino Unido de Gran Bretania e Irlanda del Norte,Portsmouth,+50° 53´ 38´´ (N),-001° 22´ 31´´ (W),1998-09-04,438,Republica Federal de Alemania,Hamburgo,+53° 32´ 51´´ (N),+009° 58´ 09´´ (E),3,6,494
1998,1998-09-10,438,Republica Federal de Alemania,Hamburgo,+53° 32´ 51´´ (N),+009° 58´ 09´´ (E),1998-09-14,412,Republica Francesa,Brest,+48° 23´ 12´´ (N),-004° 29´ 26´´ (W),4,7,771
1998,1998-09-21,412,Republica Francesa,Brest,+48° 23´ 12´´ (N),-004° 29´ 26´´ (W),1998-09-25,425,Republica Portuguesa,Lisboa,+38° 42´ 52´´ (N),-009° 09´ 40´´ (W),4,5,
1998,1998-09-30,425,Republica Portuguesa,Lisboa,+38° 42´ 52´´ (N),-009° 09´ 40´´ (W),1998-10-04,410,Reino de Espania,Las Palmas de Gran Canaria,+28° 07´ 43´´ (N),-015° 25´ 49´´ (W),4,3,729
1998,1998-10-07,410,Reino de Espania,Las Palmas de Gran Canaria,+28° 07´ 43´´ (N),-015° 25´ 49´´ (W),1998-10-21,203,Republica Federativa de Brasil,Salvador de Bahia ,-12° 58´ 16´´ (S),-038° 30´ 05´´ (W),14,4,2902
1998,1998-10-25,203,Republica Federativa de Brasil,Salvador de Bahia ,-12° 58´ 16´´ (S),-038° 30´ 05´´ (W),1998-11-03,225,Republica Oriental de Uruguay,Montevideo,-34° 54´ 24´´ (S),-056° 11´ 45´´ (W),9,2,1779
1998,1998-11-05,225,Republica Oriental del Uruguay,Montevideo,-34° 54´ 24´´ (S),-056° 11´ 45´´ (W),1998-11-07,200,Republica Argentina,Buenos Aires,-34° 35´ 40´´ (S),-058° 21´ 59´´ (W),2,,130
1999,1999-05-29,200,Republica Argentina ,Buenos Aires,-34° 35´ 40´´ (S),-058° 21´ 59´´ (W),1999-06-04,203,Republica Federativa de Brasil,Rio de Janeiro,-22° 54´ 00´´ (S),-043° 12´ 00´´ (W),6,4,1208
1999,1999-06-08,203,Republica Federativa de Brasil,Rio de Janeiro,-22° 54´ 00´´ (S),-043° 12´ 00´´ (W),1999-06-26,410,Reino de Espania,Santa Cruz de Tenerife,+28 29´ 02´´ (N),-016° 14´ 55´´ (W),18,5,3586
1999,1999-07-01,410,Reino de Espania,Santa Cruz de Tenerife,+28° 29´ 02´´ (N),-016° 14´ 55´´ (W),1999-07-09,412,Republica Francesa,Rouen,+49° 26´ 12´´ (N),+001° 03´ 24´´ (E),8,7,1621
1999,1999-07-16,412,Republica Francesa,Rouen,+49° 26´ 12´´ (N),+001° 03´ 24´´ (E),1999-07-18,406,Reino de Belgica,Zeebgrugee ,+51° 20´ 13´´ (N),+003° 13´ 02´´ (E),2,3,271
1999,1999-07-21,406,Reino de Belgica,Zeebgrugee ,+51° 20´ 13´´ (N),+003° 13´ 02´´ (E),1999-07-23,426,Reino Unido de Gran Bretania e Irlanda del Norte,Londres,+51° 30´ 27´´ (N),-000° 07´ 20´´ (W),2,6,152
1999,1999-07-29,426,Reino Unido de Gran Bretania e Irlanda del Norte,Londres,+51° 30´ 27´´ (N),-000° 07´ 20´´ (W),1999-08-02,410,Reino de Espania,El Ferrol,+43° 28´ 08´´ (N),-008° 16´ 00´´ (W),4,6,785
1999,1999-08-08,410,Reino de Espania,El Ferrol,+43° 28´ 08´´ (N),-008° 16´ 00´´ (W),1999-08-24,212,Estados Unidos de America,New York,+40° 42´ 19´´ (N),-074° 01´ 03´´ (W),16,11,2999
1999,1999-09-04,212,Estados Unidos de America,New York,+40° 42´ 19´´ (N),-074° 01´ 03´´ (W),1999-09-10,212,Estados Unidos de America,Miami,+25° 46´ 33´´ (N),-080° 11´ 22´´ (W),6,3,1091
1999,1999-09-13,212,Estados Unidos de America,Miami,+25° 46´ 33´´ (N),-080° 11´ 22´´ (W),1999-09-21,205,Republica de Colombia,Cartagena de Indias,+10° 24´ 09´´ (N),-075° 31´ 12´´ (W),8,7,1385
1999,1999-09-28,205,Republica de Colombia,Cartagena de Indias,+10° 24´ 09´´ (N),-075° 31´ 12´´ (W),1999-09-30,222,Republica de Peru,El Callao,-12° 03´ 13´´ (S),-077° 07´ 16´´ (W),2,10,1702
1999,1999-10-10,222,Republica de Peru,El Callao,-12° 03´ 13´´ (S),-077° 07´ 16´´ (W),1999-10-17,208,Republica de Chile,Valparaiso,-33° 03´ 01´´ (S),-071° 38´ 20´´ (W),7,4,1318
1999,1999-10-21,208,Republica de Chile,Valparaiso,-33° 03´ 01´´ (S),-071° 38´ 20´´ (W),1999-10-30,200,Republica Argentina ,Ushuaia,-54° 47´ 17´´ (S),-068° 17´ 40´´ (W),9,3,1846
1999,1999-11-02,200,Republica Argentina ,Ushuaia,-54° 47´ 17´´ (S),-068° 17´ 40´´ (W),1999-11-06,200,Republica Argentina ,Puerto Madryn,-42° 44´ 36´´ (S),-065° 03´ 19´´ (W),4,2,915
1999,1999-11-08,200,Republica Argentina ,Puerto Madryn,-42° 44´ 36´´ (S),-065° 03´ 19´´ (W),1999-11-13,200,Republica Argentina ,Buenos Aires,-34° 35´ 40´´ (S),-058° 21´ 59´´ (W),5,,868
2000,2000-05-06,200,Republica Argentina ,Buenos Aires,-34° 35´ 40´´ (S),-058° 21´ 59´´ (W),2000-05-22,203,Republica Federativa de Brasil,Fortaleza,-03° 43´ 51´´ (S),-038° 36´ 51´´ (W),16,3,3073
2000,2000-05-25,203,Republica Federativa de Brasil,Fortaleza,-03° 43´ 51´´ (S),-038° 36´ 51´´ (W),2000-06-08,663,Bermudas,Hamilton,+32° 16´ 59´´ (N),-064° 46´ 00´´ (W),14,4,2845
2000,2000-06-12,663,Bermudas,Hamilton,+32° 16´ 59´´ (N),-064° 46´ 00´´ (W),2000-06-16,212,Estados Unidos de America,Charleston,+32° 46´ 34´´ (N),-079° 55´ 41´´ (W),4,4,815
2000,2000-06-20,212,Estados Unidos de America,Charleston,+32° 46´ 34´´ (N),-079° 55´ 41´´ (W),2000-06-23,212,Estados Unidos de America,Philadelphia,+39° 53´ 07´´ (N),-075° 11´ 18´´ (W),3,8,600
2000,2000-07-01,212,Estados Unidos de America,Philadelphia,+39° 53´ 07´´ (N),-075° 11´ 18´´ (W),2000-07-04,212,Estados Unidos de America,New York,+40° 42´ 19´´ (N),-074° 01´ 03´´ (W),3,6,252
2000,2000-07-10,212,Estados Unidos de America,New York,+40° 42´ 19´´ (N),-074° 01´ 03´´ (W),2000-07-12,212,Estados Unidos de America,New London,+41° 19´ 59´´ (N),-071° 55´ 00´´ (W),2,3,165
2000,2000-07-15,212,Estados Unidos de America,New London,+41° 19´ 59´´ (N),-071° 55´ 00´´ (W),2000-07-18,212,Estados Unidos de America,Shelburne,+43° 03´ 41´´ (N),-070° 43´ 04´´ (W),3,0,520
