indice_tiempo_instruccion,fecha_zarpada,pais_zarpada_id,pais_zarpada_nombre,puerto_zarpada_nombre,puerto_zarpada_latitud,puerto_zarpada_longitud,indice_tiempo_arribo,pais_arribo_id,pais_arribo_nombre,puerto_arribo_nombre,puerto_arribo_latitud,puerto_arribo_longitud,dias_navegacion,dias_puerto,millas_nauticas
1963,1963-06-19,200,Republica Argentina,Buenos Aires,-34° 35´ 40´´ (S),-058° 21´ 59´´ (W),1963-07-02,203,Republica Federativa de Brasil,Recife,-08° 02´ 01´´ (S),-034° 52´ 29´´ (W),13,3,2349
1963,1963-07-05,203,Republica Federativa de Brasil,Recife,-08° 02´ 01´´ (S),-034° 52´ 29´´ (W),1963-07-18,223,Estado Libre Asociado de Puerto Rico,Municipio Autonomo de San Juan,+18° 27´ 27´´ (N),-066° 12´ 32´´ (W),13,4,2253
1963,1963-07-22,223,Estado Libre Asociado de Puerto Rico,Municipio Autonomo de San Juan,+18° 27´ 27´´ (N),-066° 12´ 32´´ (W),1963-07-30,212,Estados Unidos de America,Boston,+42° 21´ 00´´ (N),-071° 04´ 59´´ (W),8,5,1380
1963,1963-08-04,212,Estados Unidos de America,Boston,+42° 21´ 00´´ (N),-071° 04´ 59´´ (W),1963-08-08,663,Bermudas,Hamilton,+32° 16´ 59´´ (N),-064° 46´ 00´´ (W),4,7,754
1963,1963-08-15,663,Bermudas,Hamilton,+32° 16´ 59´´ (N),-064° 46´ 00´´ (W),1963-08-24,425,Republica Portuguesa,Lisboa,+38° 42´ 52´´ (N),-009° 09´ 40´´ (W),9,5,2852
1963,1963-08-29,425,Republica Portuguesa,Lisboa,+38° 42´ 52´´ (N),-009° 09´ 40´´ (W),1963-09-04,412,Republica Francesa,Le Havre,+49° 29´ 09´´ (N),+000° 06´ 25´´ (E),6,9,940
1963,1963-09-13,412,Republica Francesa,Le Havre,+49° 29´ 09´´ (N),+000° 06´ 25´´ (E),1963-09-16,438,Republica Federal de Alemania,Hamburgo,+53° 32´ 51´´ (N),+009° 58´ 09´´ (E),3,14,570
1963,1963-09-30,438,Republica Federal de Alemania,Hamburgo,+53° 32´ 51´´ (N),+009° 58´ 09´´ (E),1963-10-03,426,Reino Unido de Gran Bretania e Irlanda del Norte,Londres,+51° 30´ 27´´ (N),-000° 07´ 20´´ (W),3,6,453
1963,1963-10-09,426,Reino Unido de Gran Bretania e Irlanda del Norte,Londres,+51° 30´ 27´´ (N),-000° 07´ 20´´ (W),1963-10-16,410,Reino de Espania,Cadiz,+36° 31´ 21´´ (N),-006° 16´ 53´´ (W),7,6,1621
1963,1963-10-22,410,Reino de Espania,Cadiz,+36° 31´ 21´´ (N),-006° 16´ 53´´ (W),1963-10-30,134,Republica de Senegal,Dakar,+14° 40´ 56´´ (N),-017° 26´ 26´´ (W),8,3,1639
1963,1963-11-02,134,Republica de Senegal,Dakar,+14° 40´ 56´´ (N),-017° 26´ 26´´ (W),1963-11-16,203,Republica Federativa de Brasil,Rio De Janeiro,-22° 54´ 00´´ (S),-043° 12´ 00´´ (W),14,5,2810
1963,1963-11-21,203,Republica Federativa de Brasil,Rio De Janeiro,-22° 54´ 00´´ (S),-043° 12´ 00´´ (W),1963-11-28,225,Republica Oriental del Uruguay,Montevideo,-34° 54´ 24´´ (S),-056° 11´ 45´´ (W),7,4,1372
1963,1963-12-02,225,Republica Oriental del Uruguay,Montevideo,-34° 54´ 24´´ (S),-056° 11´ 45´´ (W),1963-12-06,200,Republica Argentina,Buenos Aires,-34° 35´ 40´´ (S),-058° 21´ 59´´ (W),4,,138
1964,1964-04-01,200,Republica Argentina,Buenos Aires,-34° 35´ 40´´ (S),-058° 21´ 59´´ (W),1964-05-20,203,Republica Federativa de Brasil,Santos,-23° 58´ 25´´ (S),-046° 19´ 14´´ (W),19,7,1098
1964,1964-04-27,203,Republica Federativa de Brasil,Santos,-23° 58´ 25´´ (S),-046° 19´ 14´´ (W),1964-05-18,410,Reino de Espania,Las Palmas de Gran Canaria ,+28° 07´ 43´´ (N),-015° 25´ 49´´ (W),21,4,3785
1964,1964-05-22,410,Reino de Espania,Las Palmas de Gran Canaria,+28° 07´ 43´´ (N),-015° 25´ 49´´ (W),1964-05-29,425,Republica Portuguesa,Lisboa,+38° 42´ 52´´ (N),-009° 09´ 40´´ (W),7,7,1261
1964,1964-06-05,425,Republica Portuguesa,Lisboa,+38° 42´ 52´´ (N),-009° 09´ 40´´ (W),1964-07-02,663,Bermudas,Hamilton,+32° 16´ 59´´ (N),-064° 46´ 00´´ (W),27,5,3369
1964,1964-07-07,663,Bermudas,Hamilton,+32° 16´ 59´´ (N),-064° 46´ 00´´ (W),1964-07-15,212,Estados Unidos de America,New York,+40° 42´ 19´´ (N),-074° 01´ 03´´ (W),8,8,683
1964,1964-07-23,212,Estados Unidos de America,New York,+40° 42´ 19´´ (N),-074° 01´ 03´´ (W),1964-07-24,212,Estados Unidos de America,New London,+41° 19´ 59´´ (N),-071° 55´ 00´´ (W),1,6,220
1964,1964-07-30,212,Estados Unidos de America,New London,+41° 19´ 59´´ (N),-071° 55´ 00´´ (W),1964-08-17,410,Reino de Espania,Barcelona,+41 21´ 00´´ (N),+002° 10´ 00´´ (E),18,8,3972
1964,1964-08-25,410,Reino de Espania,Barcelona,+41° 21´ 00´´ (N),+002° 10´ 00´´ (E),1964-08-26,412,Republica Francesa,Toulouse,+43 36´ 43´´ (N),+001° 24´ 22´´ (E),1,12,381
1964,1964-09-07,412,Republica Francesa,Toulouse,+43° 36´ 43´´ (N),+001° 24´ 22´´ (E),1964-09-10,417,Republica Italiana,Napoles,+40° 50´ 35´´ (N),+014° 15´ 36´´ (E),3,11,1268
1964,1964-09-21,417,Republica Italiana,Napoles,+40° 50´ 35´´ (N),+014° 15´ 36´´ (E),1964-09-26,127,Reino de Marruecos,Casablanca,+33° 34´ 42´´ (N),-007° 37´ 28´´ (W),5,4,1597
1964,1964-09-30,127,Reino de Marruecos,Casablanca,+33° 34´ 42´´ (N),-007° 37´ 28´´ (W),1964-10-15,203,Republica Federativa de Brasil,Salvador Bahia,-12° 58´ 16´´ (S),-038° 30´ 05´´ (W),15,4,3852
1964,1964-10-19,203,Republica Federativa de Brasil,Salvador de Bahia,-12° 58´ 16´´ (S),-038° 30´ 05´´ (W),1964-10-27,200,Republica Argentina,Rada La Plata,-34° 49´ 59´´ (S),-057° 52´ 59´´ (W),8,4,2386
1964,1964-10-31,200,Republica Argentina,Rada La Plata,-34° 49´ 59´´ (S),-057° 52´ 59´´ (W),1964-11-03,200,Republica Argentina,Rosario,-32° 57´ 46´´ (S),-060° 37´ 40´´ (W),3,3,190
1964,1964-11-06,200,Republica Argentina,Rosario,-32° 57´ 46´´ (S),-060° 37´ 40´´ (W),1964-11-07,200,Republica Argentina,Rada La Plata,-34° 49´ 59´´ (S),-057° 52´ 59´´ (W),1,1,190
1964,1964-11-08,200,Republica Argentina,Rada La Plata,-34° 49´ 59´´ (S),-057° 52´ 59´´ (W),1964-11-08,200,Republica Argentina,Buenos Aires,-34° 35´ 40´´ (S),-058° 21´ 59´´ (W),0,,25
1965,1965-03-26,200,Republica Argentina,Buenos Aires,-34° 35´ 40´´ (S),-058° 21´ 59´´ (W),1965-04-09,203,Republica Federativa de Brasil,Recife,-08° 02´ 01´´ (S),-034° 52´ 29´´ (W),14,3,2405
1965,1965-04-12,203,Republica Federativa de Brasil,Recife,-08° 02´ 01´´ (S),-034° 52´ 29´´ (W),1965-04-26,223,Estado Libre Asociado de Puerto Rico,Municipio Autonomo de San Juan,+18° 27´ 27´´ (N),-066° 12´ 32´´ (W),14,3,2328
1965,1965-04-29,223,Estado Libre Asociado de Puerto Rico,Municipio Autonomo de San Juan,+18° 27´ 27´´ (N),-066° 12´ 32´´ (W),1965-05-05,220,Republica de Panama,Base Rodman,+08° 56´ 22´´ (N),-079° 33´ 17´´ (W),6,2,1415
1965,1965-05-07,220,Republica de Panama,Base Naval Rodman,+08° 56´ 22´´ (N),-079° 33´ 17´´ (W),1965-05-13,218,Estados Unidos Mexicanos,Acapulco,+16° 50´ 54´´ (N),-099° 55´ 04´´ (W),6,4,1752
1965,1965-05-17,218,Estados Unidos Mexicanos,Acapulco,+16° 50´ 54´´ (N),-099° 55´ 04´´ (W),1965-05-24,212,Estados Unidos de America,Long Beach,+33° 44´ 18´´ (N),-118° 11´ 35´´ (W),7,5,1836
1965,1965-05-29,212,Estados Unidos de America,Long Beach,+33° 44´ 18´´ (N),-118° 11´ 35´´ (W),1965-06-12,212,Estados Unidos de America,Honolulu,+21° 17´ 55´´ (N),-157° 51´ 58´´ (W),14,5,2118
1965,1965-06-17,212,Estados Unidos de America,Honolulu,+21° 17´ 55´´ (N),-157° 51´ 58´´ (W),1965-07-06,320,Estado de Japon,Tokio,+35° 38´ 56´´ (N),+139° 47´ 29´´ (E),19,7,3658
1965,1965-07-13,320,Estado de Japon,Tokio,+35° 38´ 56´´ (N),+139° 47´ 29´´ (E),1965-07-19,313,Republica Popular China (Taiwan),Keelung,+25° 08´ 53´´ (N),+121° 44´ 22´´ (E),6,4,1397
1965,1965-07-23,313,Republica Popular China (Taiwan),Keelung,+25° 08´ 53´´ (N),+121° 44´ 22´´ (E),1965-07-27,312,Republica de Filipinas,Manila,+14° 37´ 52´´ (N),+120° 58´ 19´´ (E),4,4,825
1965,1965-07-31,312,Republica de Filipinas,Manila,+14° 37´ 52´´ (N),+120° 58´ 19´´ (E),1965-08-06,335,Reino de Tailandia ,Bangkok,+13° 41´ 48´´ (N),+100° 30´ 20´´ (E),6,7,1853
1965,1965-08-13,335,Reino de Tailandia,Bangkok,+13° 41´ 48´´ (N),+100° 30´ 20´´ (E),1965-08-28,315,Republica de la India,Bombay,+18° 56´ 04´´ (N),+072° 49´ 32´´ (E),15,4,3764
1965,1965-09-01,315,Republica de la India,Bombay,+18° 56´ 04´´ (N),+072° 49´ 32´´ (E),1965-09-16,113,Republica arabe de Egipto,Alejandria,+31° 11´ 57´´ (N),+029° 53´ 43´´ (E),15,5,3528
1965,1965-09-21,113,Republica arabe de Egipto,Alejandria,+31° 11´ 57´´ (N),+029° 53´ 43´´ (E),1965-09-27,417,Republica Italiana,Genova ,+44° 24´ 52´´ (N),+008° 54´ 54´´ (E),6,11,1749
1965,1965-10-08,417,Republica Italiana,Genova ,+44° 24´ 52´´ (N),+008° 54´ 54´´ (E),1965-10-10,412,Republica Francesa,Marsella,+43° 17´ 32´´ (N),+005° 21´ 18´´ (E),2,10,236
1965,1965-10-20,412,Republica Francesa,Marsella,+43° 17´ 32´´ (N),+005° 21´ 18´´ (E),1965-10-23,410,Reino de Espania,Cadiz,+36° 31´ 21´´ (N),-006° 16´ 53´´ (W),3,7,951
1965,1965-10-30,410,Reino de Espania,Cadiz,+36° 31´ 21´´ (N),-006° 16´ 53´´ (W),1965-11-07,134,Republica de Senegal,Dakar,+14° 40´ 56´´ (N),-017° 26´ 26´´ (W),8,3,356
1965,1965-11-10,134,Republica de Senegal,Dakar,+14° 40´ 56´´ (N),-017° 26´ 26´´ (W),1965-12-04,200,Republica Argentina,Buenos Aires,-34° 35´ 40´´ (S),-058° 21´ 59´´ (W),24,,3980
1966,1966-08-05,200,Republica Argentina,Buenos Aires,-34° 35´ 40´´ (S),-058° 21´ 59´´ (W),1966-08-15,203,Republica Federativa de Brasil,Salvador Bahia,-12° 58´ 16´´ (S),-038° 30´ 05´´ (W),10,3,2778
1966,1966-08-18,203,Republica Federativa de Brasil,Salvador Bahia,-12° 58´ 16´´ (S),-038° 30´ 05´´ (W),1966-09-05,217,Jamaica,Kingston,+17° 59´ 23´´ (N),-076° 49´ 25´´ (W),18,3,4025
1966,1966-09-08,217,Jamaica,Kingston,+17° 59´ 23´´ (N),-076° 49´ 25´´ (W),1966-09-17,212,Estados Unidos de America,New York,+40° 42´ 19´´ (N),-074° 01´ 03´´ (W),9,5,1515
1966,1966-09-22,212,Estados Unidos de America,New York,+40° 42´ 19´´ (N),-074° 01´ 03´´ (W),1966-09-26,204,Canada,Halifax,+44° 37´ 32´´ (N),-063° 34´ 25´´ (W),4,4,641
1966,1966-09-30,204,Canada,Halifax,+44° 37´ 32´´ (N),-063° 34´ 25´´ (W),1966-10-15,415,Republica de Irlanda,Dublin,+53° 20´ 36´´ (N),-006° 13´ 35´´ (W),15,4,2632
1966,1966-10-19,415,Republica de Irlanda,Dublin,+53° 20´ 36´´ (N),-006° 13´ 35´´ (W),1966-10-23,426,Reino Unido de Gran Bretania e Irlanda del Norte,Londres,+51° 30´ 27´´ (N),-000° 07´ 20´´ (W),4,5,801
1966,1966-10-28,426,Reino Unido de Gran Bretania e Irlanda del Norte,Londres,+51° 30´ 27´´ (N),-000° 07´ 20´´ (W),1966-11-01,438,Republica Federal de Alemania,Hamburgo,+53° 32´ 51´´ (N),+009° 58´ 09´´ (E),4,5,440
1966,1966-11-06,438,Republica Federal de Alemania,Hamburgo,+53° 32´ 51´´ (N),+009° 58´ 09´´ (E),1966-11-09,412,Republica Francesa,Boulogne Sur Mer,+50° 43´ 48´´ (N),+001° 35´ 37´´ (E),3,2,420
1966,1966-11-11,412,Republica Francesa,Boulogne Sur Mer,+50° 43´ 48´´ (N),+001° 35´ 37´´ (E),1966-11-15,412,Republica Francesa,Brest,+48° 23´ 12´´ (N),-004° 29´ 26´´ (W),4,7,406
1966,1966-11-22,412,Republica Francesa,Brest,+48° 23´ 12´´ (N),-004° 29´ 26´´ (W),1966-11-25,410,Reino de Espania,Vigo,+42° 14´ 34´´ (N),-008° 42´ 15´´ (W),3,10,522
1966,1966-12-05,410,Reino de Espania,Vigo,+42° 14´ 34´´ (N),-008° 42´ 15´´ (W),1966-12-07,425,Republica Portuguesa,Lisboa,+38° 42´ 52´´ (N),-009° 09´ 40´´ (W),2,4,276
1966,1966-12-11,425,Republica Portuguesa,Lisboa,+38° 42´ 52´´ (N),-009° 09´ 40´´ (W),1966-12-15,410,Reino de Espania,Las Palmas de Gran Canaria ,+28° 07´ 43´´ (N),-015° 25´ 49´´ (W),4,3,660
1966,1966-12-18,410,Reino de Espania,Las Palmas de Gran Canaria,+28° 07´ 43´´ (N),-015° 25´ 49´´ (W),1967-01-04,203,Republica Federativa de Brasil,Rio de Janeiro,-22° 54´ 00´´ (S),-043° 12´ 00´´ (W),17,5,3168
1966,1967-01-09,203,Republica Federativa de Brasil,Rio de Janeiro,-22° 54´ 00´´ (S),-043° 12´ 00´´ (W),1967-01-16,200,Republica Argentina,Rio Santiago,-34° 49´ 59´´ (S),-057° 52´ 59´´ (W),7,4,1165
1966,1967-01-20,200,Republica Argentina,Rio Santiago,-34° 49´ 59´´ (S),-057° 52´ 59´´ (W),1967-01-21,200,Republica Argentina,Buenos Aires,-34° 35´ 40´´ (S),-058° 21´ 59´´ (W),1,,25
1967,1967-07-20,200,Republica Argentina,Buenos Aires,-34° 35´ 40´´ (S),-058° 21´ 59´´ (W),1967-08-03,203,Republica Federativa de Brasil,Recife,-08° 02´ 01´´ (S),-034° 52´ 29´´ (W),14,3,2238
1967,1967-08-06,203,Republica Federativa de Brasil,Recife,-08° 02´ 01´´ (S),-034° 52´ 29´´ (W),1967-08-21,425,Republica Portuguesa,Funchal ,+32° 38´ 52´´ (N),-016° 54´ 38´´ (W),15,4,2723
1967,1967-08-25,425,Republica Portuguesa,Funchal ,+32° 38´ 52´´ (N),-016° 54´ 38´´ (W),1967-09-04,426,Reino Unido de Gran Bretania e Irlanda del Norte,Portsmouth,+50° 53´ 38´´ (N),-001° 22´ 31´´ (W),10,4,1385
1967,1967-09-08,426,Reino Unido de Gran Bretania e Irlanda del Norte,Portsmouth,+50° 53´ 38´´ (N),-001° 22´ 31´´ (W),1967-09-12,438,Republica Federal de Alemania,Bremen,+53° 04´ 31´´ (N),+008° 47´ 43´´ (E),4,6,530
1967,1967-09-18,438,Republica Federal de Alemania,Bremen,+53° 04´ 31´´ (N),+008° 47´ 43´´ (E),1967-09-21,422,Reino de Noruega,Oslo,+59° 54´ 16´´ (N),+010° 44´ 20´´ (E),3,4,515
1967,1967-09-25,422,Reino de Noruega,Oslo,+59° 54´ 16´´ (N),+010° 44´ 20´´ (E),1967-09-30,429,Reino de Suecia,Estocolmo,+59° 19´ 44´´ (N),+018° 04´ 32´´ (E),5,6,705
1967,1967-10-06,429,Reino de Suecia,Estocolmo,+59° 19´ 44´´ (N),+018° 04´ 32´´ (E),1967-10-09,409,Reino de Dinamarca,Copenhague,+55° 40´ 17´´ (N),+012° 34´ 43´´ (E),3,7,498
1967,1967-10-16,409,Reino de Dinamarca,Copenhague,+55° 40´ 17´´ (N),+012° 34´ 43´´ (E),1967-10-20,423,Paises Bajos,Amsterdam,+52° 22´ 31´´ (N),+004° 54´ 14´´ (E),4,6,758
1967,1967-10-26,423,Paises Bajos,Amsterdam,+52° 22´ 31´´ (N),+004° 54´ 14´´ (E),1967-10-31,412,Republica Francesa,Brest,+48° 23´ 12´´ (N),-004° 29´ 26´´ (W),5,9,759
1967,1967-11-09,412,Republica Francesa,Brest,+48° 23´ 12´´ (N),-004° 29´ 26´´ (W),1967-11-14,410,Reino de Espania,Cadiz,+36° 31´ 21´´ (N),-006° 16´ 53´´ (W),5,9,923
1967,1967-11-23,410,Reino de Espania,Cadiz,+36° 31´ 21´´ (N),-006° 16´ 53´´ (W),1967-11-30,417,Republica Italiana,Genova,+44° 24´ 52´´ (N),+008° 54´ 54´´ (E),7,7,984
1967,1967-12-07,417,Republica Italiana,Genova,+44° 24´ 52´´ (N),+008° 54´ 54´´ (E),1967-12-14,127,Reino de Marruecos,Casablanca,+33° 34´ 42´´ (N),-007° 37´ 28´´ (W),7,4,1088
1967,1967-12-18,127,Reino de Marruecos,Casablanca,+33° 34´ 42´´ (N),-007° 37´ 28´´ (W),1967-12-27,134,Republica de Senegal,Dakar,+14° 40´ 56´´ (N),-017° 26´ 26´´ (W),9,4,1366
1967,1967-12-31,134,Republica de Senegal,Dakar,+14° 40´ 56´´ (N),-017° 26´ 26´´ (W),1968-01-23,200,Republica Argentina,Buenos Aires,-34° 35´ 40´´ (S),-058° 21´ 59´´ (W),23,,4000
1968,1968-07-27,200,Republica Argentina,Buenos Aires,-34° 35´ 40´´ (S),-058° 21´ 59´´ (W),1968-08-08,203,Republica Federativa de Brasil,Salvador Bahia,-12° 58´ 16´´ (S),-038° 30´ 05´´ (W),12,3,2778
1968,1968-08-11,203,Republica Federativa de Brasil,Salvador de Bahia,-12° 58´ 16´´ (S),-038° 30´ 05´´ (W),1968-08-27,410,Reino de Espania,Santa Cruz de Tenerife,+28° 29´ 02´´ (N),-016° 14´ 55´´ (W),16,3,2872
1968,1968-08-30,410,Reino de Espania,Santa Cruz de Tenerife,+28° 29´ 02´´ (N),-016° 14´ 55´´ (W),1968-09-08,415,Republica de Irlanda,Dublin,+53° 20´ 36´´ (N),-006° 13´ 35´´ (W),9,5,1610
1968,1968-09-13,415,Republica de Irlanda,Dublin,+53° 20´ 36´´ (N),-006° 13´ 35´´ (W),1968-09-16,426,Reino Unido de Gran Bretania e Irlanda del Norte,Portsmouth,+50° 53´ 38´´ (N),-001° 22´ 31´´ (W),3,4,461
1968,1968-09-20,426,Reino Unido de Gran Bretania e Irlanda del Norte,Portsmouth,+50° 53´ 38´´ (N),-001° 22´ 31´´ (W),1968-09-23,438,Republica Federal de Alemania,Hamburgo,+53° 32´ 51´´ (N),+009° 58´ 09´´ (E),3,6,548
1968,1968-09-29,438,Republica Federal de Alemania,Hamburgo,+53° 32´ 51´´ (N),+009° 58´ 09´´ (E),1968-10-09,410,Reino de Espania,Malaga,+36° 42´ 38´´ (N),-004° 25´ 29´´ (W),10,7,1696
1968,1968-10-16,410,Reino de Espania,Malaga,+36° 42´ 38´´ (N),-004° 25´ 29´´ (W),1968-10-19,410,Reino de Espania,Palma de Mallorca,+33° 33´ 02´´ (N),+002° 37´ 29´´ (E),3,4,412
1968,1968-10-23,410,Reino de Espania,Palma de Mallorca,+33° 33´ 02´´ (N),+002° 37´ 29´´ (E),1968-10-25,412,Republica Francesa,Marsella,+43° 17´ 32´´ (N),+005° 21´ 18´´ (E),2,8,290
1968,1968-11-02,412,Republica Francesa,Marsella,+43° 17´ 32´´ (N),+005° 21´ 18´´ (E),1968-11-09,417,Republica Italiana,Venecia,+45° 26´ 08´´ (N),+012° 18´ 27´´ (E),7,9,1197
1968,1968-11-18,417,Republica Italiana,Venecia,+45° 26´ 08´´ (N),+012° 18´ 27´´ (E),1968-11-23,413,Republica Helenica,El Pireo,+37° 57´ 00´´ (N),+011° 47´ 14´´ (E),5,5,841
1968,1968-11-28,413,Republica Helenica,El Pireo,+37° 57´ 00´´ (N),+011° 47´ 14´´ (E),1968-11-30,436,Republica de Turquia,Estambul,+41° 00´ 24´´ (N),+028° 58´ 23´´ (E),2,5,382
1968,1968-12-05,436,Republica de Turquia,Estambul,+41° 00´ 24´´ (N),+028° 58´ 23´´ (E),1968-12-07,436,Republica de Turquia,Esmirna,+38° 22´ 25´´ (N),+027° 03´ 03´´ (E),2,5,284
1968,1968-12-12,436,Republica de Turquia,Esmirna,+38° 22´ 25´´ (N),+027° 03´ 03´´ (E),1968-12-21,127,Reino de Marruecos,Tanger,+35° 45´ 50´´ (N),-005° 47´ 52´´ (W),9,4,1638
1968,1968-12-25,127,Reino de Marruecos,Tanger,+35° 45´ 50´´ (N),-005° 47´ 52´´ (W),1969-01-02,134,Republica de Senegal,Dakar,+14° 40´ 56´´ (N),-017° 26´ 26´´ (W),8,4,1488
1968,1969-01-06,134,Republica de Senegal,Dakar,+14° 40´ 56´´ (N),-017° 26´ 26´´ (W),1969-01-31,200,Republica Argentina,Buenos Aires,-34° 35´ 40´´ (S),-058° 21´ 59´´ (W),25,,3718
1969,1969-05-09,200,Republica Argentina,Buenos Aires,-34° 35´ 40´´ (S),-058° 21´ 59´´ (W),1969-05-16,203,Republica Federativa de Brasil,Rio de Janeiro,-22° 54´ 00´´ (S),-043° 12´ 00´´ (W),7,6,1164
1969,1969-05-22,203,Republica Federativa de Brasil,Rio de Janeiro,-22° 54´ 00´´ (S),-043° 12´ 00´´ (W),1969-06-09,474,Martinica,Fort de France,+14° 36´ 00´´ (N),-061° 06´ 00´´ (W),18,4,3300
1969,1969-06-13,474,Martinica,Fort de France,+14° 36´ 00´´ (N),-061° 06´ 00´´ (W),1969-06-15,223,Estado Libre Asociado de Puerto Rico,Municipio Autonomo de San Juan ,+18° 27´ 27´´ (N),-066° 12´ 32´´ (W),2,5,417
1969,1969-06-20,223,Estado Libre Asociado de Puerto Rico,Municipio Autonomo de San Juan ,+18° 27´ 27´´ (N),-066° 12´ 32´´ (W),1969-06-26,205,Republica de Colombia,Cartagena de Indias,+10° 24´ 09´´ (N),-075° 31´ 12´´ (W),6,2,795
1969,1969-06-28,205,Republica de Colombia,Cartagena de Indias,+10° 24´ 09´´ (N),-075° 31´ 12´´ (W),1969-07-07,218,Estados Unidos Mexicanos,Veracruz,+19° 12´ 00´´ (N),-096° 07´ 59´´ (W),9,6,1504
1969,1969-07-13,218,Estados Unidos Mexicanos,Veracruz,+19° 12´ 00´´ (N),-096° 07´ 59´´ (W),1969-07-25,212,Estados Unidos de America,New York,+40° 42´ 19´´ (N),-074° 01´ 03´´ (W),12,10,2040
1969,1969-08-04,212,Estados Unidos de America,New York,+40° 42´ 19´´ (N),-074° 01´ 03´´ (W),1969-08-08,204,Canada,Halifax,+44° 37´ 32´´ (N),-063° 34´ 25´´ (W),4,4,630
1969,1969-08-12,204,Canada,Halifax,+44° 37´ 32´´ (N),-063° 34´ 25´´ (W),1969-08-21,425,Republica Portuguesa,Punta Delgada,+32° 38´ 52´´ (N),-016° 54´ 38´´ (W),9,3,1805
1969,1969-08-24,425,Republica Portuguesa,Punta Delgada,+32° 38´ 52´´ (N),-016° 54´ 38´´ (W),1969-08-31,410,Reino de Espania,La Corunia,+43° 28´ 08´´ (N),-008° 16´ 00´´ (W),7,9,962
1969,1969-09-09,410,Reino de Espania,La Corunia,+43° 28´ 08´´ (N),-008° 16´ 00´´ (W),1969-09-11,425,Republica Portuguesa,Lisboa,+38° 42´ 52´´ (N),-009° 09´ 40´´ (W),2,5,364
1969,1969-09-16,425,Republica Portuguesa,Lisboa,+38° 42´ 52´´ (N),-009° 09´ 40´´ (W),1969-09-18,127,Reino de Marruecos,Casablanca,+33° 34´ 42´´ (N),-007° 37´ 28´´ (W),2,4,321
1969,1969-09-22,127,Reino de Marruecos,Casablanca,+33° 34´ 42´´ (N),-007° 37´ 28´´ (W),1969-09-25,410,Reino de Espania,Las Palmas de Gran Canaria,+28° 07´ 43´´ (N),-015° 25´ 49´´ (W),3,4,497
1969,1969-09-29,410,Reino de Espania,Las Palmas de Gran Canaria,+28° 07´ 43´´ (N),-015° 25´ 49´´ (W),1969-10-06,135,Sierra Leona,Freetown,+08° 29´ 20´´ (N),-013° 12´ 17´´ (W),7,3,1321
1969,1969-10-09,135,Sierra Leona,Freetown,+08° 29´ 20´´ (N),-013° 12´ 17´´ (W),1969-10-31,200,Republica Argentina,Buenos Aires,-34° 35´ 40´´ (S),-058° 21´ 59´´ (W),22,,3812
1970,1970-02-04,200,Republica Argentina,Buenos Aires,-34° 35´ 40´´ (S),-058° 21´ 59´´ (W),1970-02-24,159,Republica de Sudafrica,Cape Town,-33° 56´ 44´´ (S),+18° 25´ 51´´ (E),20,5,3931
1970,1970-03-01,159,Republica de Sudafrica,Cape Town,-33° 56´ 44´´ (S),+18° 25´ 51´´ (E),1970-03-13,120,Republica de Kenya,Mombasa,-04° 04´ 04´´ (S),+39° 39´ 59´´ (E),12,4,2777
1970,1970-03-17,120,Republica de Kenya,Mombasa,-04° 04´ 04´´ (S),+39° 39´ 59´´ (E),1970-03-22,128,Republica de  Mauricio,Port Louis,-20° 08´ 37´´ (S),+57° 30´ 58´´ (E),5,4,1475
1970,1970-03-26,128,Republica de  Mauricio,Port Louis,-20° 08´ 37´´ (S),+57° 30´ 58´´ (E),1970-04-11,501,Mancomunidad de Australia,Freemantle,-32° 02´ 14´´ (S),+115° 45´ 07´´ (E),16,4,3579
1970,1970-04-15,501,Mancomunidad de Australia,Freemantle,-32° 02´ 14´´ (S),+115° 45´ 07´´ (E),1970-04-26,501,Mancomunidad de Australia,Sydney,-33° 52´ 10´´ (S),+151° 10´ 58´´ (E),11,8,2322
1970,1970-05-04,501,Mancomunidad de Australia,Sydney,-33° 52´ 10´´ (S),+151° 10´ 58´´ (E),1970-05-09,540,Republica de Francia - Nueva Caledonia,Noumea,-22° 18´ 16´´ (S),+166° 25´ 54´´ (E),5,4,1117
1970,1970-05-13,540,Republica de Francia - Nueva Caledonia,Numea,-22° 18´ 16´´ (S),+166° 25´ 54´´ (E),1970-05-19,513,Nueva Guinea,Port Moresby,-09° 26´ 06´´ (S),+147° 08´ 43´´ (E),6,0,1396
1970,1970-05-19,513,Nueva Guinea,Port Moresby,-09° 26´ 06´´ (S),+147° 08´ 43´´ (E),1970-06-01,312,Republica de Filipinas,Manila,+14° 37´ 52´´ (N),+120° 58´ 19´´ (E),13,6,2591
1970,1970-06-07,312,Republica de Filipinas,Manila,+14° 37´ 52´´ (N),+120° 58´ 19´´ (E),1970-06-11,313,Republica Popular de China (Taiwan),Keelung,+25° 08´ 53´´ (N),+121° 44´ 22´´ (E),4,5,786
1970,1970-06-16,313,Estado Democratico de Taiwan,Keelung,+25° 08´ 53´´ (N),+121° 44´ 22´´ (E),1970-06-21,320,Estado de Japon,Osaka,+34° 39´ 00´´ (N),+135° 26´ 59´´ (E),5,6,951
